Date,Open,High,Low,Close,Adj Close,Volume
2019-12-17,239.460007,240.899994,238.820007,239.820007,239.820007,2593500
2019-12-18,240.729996,241.000000,238.740005,240.289993,240.289993,2146400
2019-12-19,240.149994,241.020004,239.429993,240.649994,240.649994,1720700
2019-12-20,244.080002,245.009995,240.210007,242.710007,242.710007,4049500
2019-12-23,242.779999,242.960007,238.339996,238.779999,238.779999,2368700
2019-12-24,238.910004,240.509995,237.839996,240.509995,240.509995,684900
2019-12-26,240.250000,241.960007,240.080002,241.960007,241.960007,1453300
2019-12-27,242.279999,242.770004,241.529999,242.509995,242.509995,1079800
2019-12-30,241.690002,242.220001,240.289993,241.289993,241.289993,1112500
2019-12-31,241.570007,242.589996,239.919998,242.160004,242.160004,1727500
2020-01-02,241.970001,243.679993,237.949997,238.619995,238.619995,1971200
2020-01-03,238.630005,241.360001,238.139999,240.320007,240.320007,1774300
2020-01-06,240.699997,242.600006,240.419998,241.520004,241.520004,1379700
2020-01-07,240.690002,242.210007,240.169998,241.309998,241.309998,1663300
2020-01-08,241.669998,242.949997,241.000000,241.199997,241.199997,1484000
2020-01-09,240.649994,243.820007,240.529999,243.089996,243.089996,1739500
2020-01-10,243.820007,244.699997,243.190002,243.550003,243.550003,1281400
2020-01-13,243.050003,246.830002,243.050003,246.399994,246.399994,1469900
2020-01-14,246.229996,247.800003,245.800003,247.729996,247.729996,2063200
2020-01-15,248.580002,252.190002,248.550003,251.580002,251.580002,1599300
2020-01-16,250.880005,252.309998,250.339996,252.270004,252.270004,1978600
2020-01-17,252.369995,253.750000,251.410004,253.399994,253.399994,2338500
2020-01-21,254.029999,257.299988,252.809998,256.890015,256.890015,2871600
2020-01-22,258.950012,260.779999,257.660004,259.899994,259.899994,1766400
2020-01-23,259.359985,262.750000,259.359985,260.079987,260.079987,2553100
2020-01-24,257.029999,264.079987,256.170013,263.720001,263.720001,2577600
2020-01-27,262.619995,267.760010,262.290009,266.739990,266.739990,2169700
2020-01-28,266.739990,269.000000,263.709991,265.809998,265.809998,2065700
2020-01-29,266.750000,266.809998,264.119995,265.760010,265.760010,1502100
